Sample	ACCESSION	TAXID	SCIENTIFIC_NAME	COUNTRY	CLOSEST_CITY	CLOSEST_LOCALITY	ESTIMATED_AGE	LONGITUDE	BREED	LATITUDE	GENDER	SAMPLING_DATE	wc2.0_bio_30s_12	wc2.0_bio_30s_01	wc2.0_bio_30s_02	wc2.0_bio_30s_03	wc2.0_bio_30s_04	wc2.0_bio_30s_05	wc2.0_bio_30s_06	wc2.0_bio_30s_07	wc2.0_bio_30s_08	wc2.0_bio_30s_09	wc2.0_bio_30s_10	wc2.0_bio_30s_11	wc2.0_bio_30s_13	wc2.0_bio_30s_14	wc2.0_bio_30s_15	wc2.0_bio_30s_16	wc2.0_bio_30s_17	wc2.0_bio_30s_18	wc2.0_bio_30s_19
UGBT-C7-0130	ERS420530	30523	Bos taurus x Bos indicus	Uganda	KYENJOJO	BUTITI	84	30.584520	Ntoro	0.659220	female	2011	1290	20.595833	11.341667	88.606770	43.820819	27.000000	14.200000	12.800000	20.366667	20.850000	21.200000	20.166667	181.000000	39.000000	44.419930	488.000000	161.000000	321.000000	256.000000
UGBT-C7-0131	ERS420531	30523	Bos taurus x Bos indicus	Uganda	KYENJOJO	BUTITI	144	30.584520	Ntoro	0.659220	female	2011	1290	20.595833	11.341667	88.606770	43.820819	27.000000	14.200000	12.800000	20.366667	20.850000	21.200000	20.166667	181.000000	39.000000	44.419930	488.000000	161.000000	321.000000	256.000000
UGBT-C7-0132	ERS420532	30523	Bos taurus x Bos indicus	Uganda	KYENJOJO	BUTITI	30	30.584520	Ntoro	0.659220	female	2011	1290	20.595833	11.341667	88.606770	43.820819	27.000000	14.200000	12.800000	20.366667	20.850000	21.200000	20.166667	181.000000	39.000000	44.419930	488.000000	161.000000	321.000000	256.000000
UGBT-C8-0133	ERS420533	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	60	30.710660	Ankole	-0.379430	female	2011	899	20.612500	12.141667	86.726196	35.105357	27.799999	13.800000	13.999999	20.650000	20.300000	21.083333	20.216667	127.000000	22.000000	45.075433	322.000000	112.000000	194.000000	120.000000
UGBT-C8-0134	ERS420534	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	48	30.710660	Ankole	-0.379430	female	2011	899	20.612500	12.141667	86.726196	35.105357	27.799999	13.800000	13.999999	20.650000	20.300000	21.083333	20.216667	127.000000	22.000000	45.075433	322.000000	112.000000	194.000000	120.000000
UGBT-C8-0135	ERS420535	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	84	30.710660	Ankole	-0.379430	female	2011	899	20.612500	12.141667	86.726196	35.105357	27.799999	13.800000	13.999999	20.650000	20.300000	21.083333	20.216667	127.000000	22.000000	45.075433	322.000000	112.000000	194.000000	120.000000
UGBT-C8-0136	ERS420536	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	36	30.710660	Ankole	-0.379430	female	2011	899	20.612500	12.141667	86.726196	35.105357	27.799999	13.800000	13.999999	20.650000	20.300000	21.083333	20.216667	127.000000	22.000000	45.075433	322.000000	112.000000	194.000000	120.000000
UGBT-C8-0138	ERS420538	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	36	30.718750	Ankole	-0.374730	female	2011	891	20.683333	12.216666	86.643028	33.732470	27.900000	13.800000	14.099999	20.700000	20.400000	21.150000	20.316666	126.000000	21.000000	45.328615	320.000000	111.000000	192.000000	118.000000
UGBT-C8-0139	ERS420539	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	36	30.718750	Ankole	-0.374730	female	2011	891	20.683333	12.216666	86.643028	33.732470	27.900000	13.800000	14.099999	20.700000	20.400000	21.150000	20.316666	126.000000	21.000000	45.328615	320.000000	111.000000	192.000000	118.000000
UGBT-C8-0140	ERS420540	30523	Bos taurus x Bos indicus	Uganda	MBARARA	KIRUHURA	48	30.718750	Ankole	-0.374730	female	2011	891	20.683333	12.216666	86.643028	33.732470	27.900000	13.800000	14.099999	20.700000	20.400000	21.150000	20.316666	126.000000	21.000000	45.328615	320.000000	111.000000	192.000000	118.000000
UGBT-C8-0157	ERS420541	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	84	30.483510	Ankole	-0.146300	female	2011	1097	20.920833	10.941667	89.685793	40.757502	27.000000	14.800000	12.200000	20.766667	20.633333	21.500000	20.550000	144.000000	37.000000	40.033299	389.000000	174.000000	216.000000	181.000000
UGBT-C8-0158	ERS420542	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	48	30.483510	Ankole	-0.146300	female	2011	1097	20.920833	10.941667	89.685793	40.757502	27.000000	14.800000	12.200000	20.766667	20.633333	21.500000	20.550000	144.000000	37.000000	40.033299	389.000000	174.000000	216.000000	181.000000
UGBT-C8-0159	ERS420543	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	72	30.483510	Ankole	-0.146300	female	2011	1097	20.920833	10.941667	89.685793	40.757502	27.000000	14.800000	12.200000	20.766667	20.633333	21.500000	20.550000	144.000000	37.000000	40.033299	389.000000	174.000000	216.000000	181.000000
UGBT-C8-0160	ERS420544	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	96	30.483510	Ankole	-0.146300	female	2011	1097	20.920833	10.941667	89.685793	40.757502	27.000000	14.800000	12.200000	20.766667	20.633333	21.500000	20.550000	144.000000	37.000000	40.033299	389.000000	174.000000	216.000000	181.000000
UGBT-C8-0161	ERS420545	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	96	30.527370	Ankole	-0.143330	female	2011	1056	21.025000	11.316667	89.107615	38.700484	27.500000	14.800000	12.700000	20.933333	20.700000	21.566667	20.633334	140.000000	34.000000	40.892478	376.000000	164.000000	209.000000	168.000000
UGBT-C8-0162	ERS420546	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	60	30.527370	Ankole	-0.143330	female	2011	1056	21.025000	11.316667	89.107615	38.700484	27.500000	14.800000	12.700000	20.933333	20.700000	21.566667	20.633334	140.000000	34.000000	40.892478	376.000000	164.000000	209.000000	168.000000
UGBT-C8-0163	ERS420547	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	120	30.527370	Ankole	-0.143330	female	2011	1056	21.025000	11.316667	89.107615	38.700484	27.500000	14.800000	12.700000	20.933333	20.700000	21.566667	20.633334	140.000000	34.000000	40.892478	376.000000	164.000000	209.000000	168.000000
UGBT-C8-0164	ERS420548	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	72	30.527370	Ankole	-0.143330	female	2011	1056	21.025000	11.316667	89.107615	38.700484	27.500000	14.800000	12.700000	20.933333	20.700000	21.566667	20.633334	140.000000	34.000000	40.892478	376.000000	164.000000	209.000000	168.000000
UGBT-C8-0166	ERS420550	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	48	30.520450	Ankole	-0.163110	female	2011	1054	20.891667	11.366667	90.933328	33.833380	27.200001	14.700000	12.500001	20.883333	20.600000	21.316667	20.500000	140.000000	34.000000	41.134299	377.000000	164.000000	208.000000	166.000000
UGBT-C8-0167	ERS420551	30523	Bos taurus x Bos indicus	Uganda	MBARARA	IBANDA	84	30.520450	Ankole	-0.163110	female	2011	1054	20.891667	11.366667	90.933328	33.833380	27.200001	14.700000	12.500001	20.883333	20.600000	21.316667	20.500000	140.000000	34.000000	41.134299	377.000000	164.000000	208.000000	166.000000
UGBT-C8-0168	ERS420552	30523	Bos taurus x Bos indicus	Uganda			144	30.520450	Nganda	-0.163110	female	2011	1054	20.891667	11.366667	90.933328	33.833380	27.200001	14.700000	12.500001	20.883333	20.600000	21.316667	20.500000	140.000000	34.000000	41.134299	377.000000	164.000000	208.000000	166.000000
UGBT-C9-0142	ERS420555	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	48	30.654230	Ankole	-0.539710	female	2011	922	20.470833	12.091666	88.260340	25.177412	27.400000	13.700000	13.700000	20.316666	20.416667	20.833333	20.250000	129.000000	23.000000	45.205302	329.000000	109.000000	204.000000	315.000000
UGBT-C9-0143	ERS420556	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	84	30.654230	Ankole	-0.539710	female	2011	922	20.470833	12.091666	88.260340	25.177412	27.400000	13.700000	13.700000	20.316666	20.416667	20.833333	20.250000	129.000000	23.000000	45.205302	329.000000	109.000000	204.000000	315.000000
UGBT-C9-0144	ERS420557	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	60	30.654230	Ankole	-0.539710	female	2011	922	20.470833	12.091666	88.260340	25.177412	27.400000	13.700000	13.700000	20.316666	20.416667	20.833333	20.250000	129.000000	23.000000	45.205302	329.000000	109.000000	204.000000	315.000000
UGBT-C9-0145	ERS420558	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	60	30.627490	Ankole	-0.526900	female	2011	968	20.537500	12.341667	86.913142	25.416992	27.700001	13.500000	14.200001	20.433333	20.366667	20.916667	20.333333	139.000000	26.000000	44.943138	345.000000	120.000000	209.000000	131.000000
UGBT-C9-0146	ERS420559	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	84	30.627490	Ankole	-0.526900	female	2011	968	20.537500	12.341667	86.913142	25.416992	27.700001	13.500000	14.200001	20.433333	20.366667	20.916667	20.333333	139.000000	26.000000	44.943138	345.000000	120.000000	209.000000	131.000000
UGBT-C9-0148	ERS420561	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	48	30.627490	Ankole	-0.526900	female	2011	968	20.537500	12.341667	86.913142	25.416992	27.700001	13.500000	14.200001	20.433333	20.366667	20.916667	20.333333	139.000000	26.000000	44.943138	345.000000	120.000000	209.000000	131.000000
UGBT-C9-0149	ERS420562	30523	Bos taurus x Bos indicus	Uganda	MBARARA	Mbarara	36	30.609340	Ankole	-0.583920	female	2011	930	20.354167	12.525000	87.587411	31.655697	27.500000	13.200000	14.300000	20.416667	20.066667	20.733333	19.950000	130.000000	24.000000	45.415397	334.000000	110.000000	205.000000	123.000000
