Sample	ACCESSION	TAXID	SCIENTIFIC_NAME	COUNTRY	CLOSEST_CITY	CLOSEST_LOCALITY	ESTIMATED_AGE	LONGITUDE	BREED	LATITUDE	GENDER	SAMPLING_DATE	wc2.0_bio_30s_12	wc2.0_bio_30s_01	wc2.0_bio_30s_02	wc2.0_bio_30s_03	wc2.0_bio_30s_04	wc2.0_bio_30s_05	wc2.0_bio_30s_06	wc2.0_bio_30s_07	wc2.0_bio_30s_08	wc2.0_bio_30s_09	wc2.0_bio_30s_10	wc2.0_bio_30s_11	wc2.0_bio_30s_13	wc2.0_bio_30s_14	wc2.0_bio_30s_15	wc2.0_bio_30s_16	wc2.0_bio_30s_17	wc2.0_bio_30s_18	wc2.0_bio_30s_19
UGBT-I5-0846	ERS421221	30523	Bos taurus x Bos indicus	Uganda	KATAKWI	USUK	72	33.955320	East African Shorthorn Zebu	1.912970	female	2012	1146	23.766667	13.166667	78.842316	77.849903	31.900000	15.200000	16.700000	22.950000	24.716667	24.750000	22.816667	158.000000	20.000000	49.505843	400.000000	90.000000	131.000000	393.000000
UGBT-I5-0847	ERS421222	30523	Bos taurus x Bos indicus	Uganda	KATAKWI	USUK	84	33.955320	East African Shorthorn Zebu	1.912970	female	2012	1146	23.766667	13.166667	78.842316	77.849903	31.900000	15.200000	16.700000	22.950000	24.716667	24.750000	22.816667	158.000000	20.000000	49.505843	400.000000	90.000000	131.000000	393.000000
UGBT-I5-0849	ERS421224	30523	Bos taurus x Bos indicus	Uganda	Katakwi	Usuk	24	34.040030	East African Shorthorn Zebu	1.914010	female	2012	1083	23.750000	13.266667	79.919677	78.855462	31.600000	15.000000	16.600000	22.866667	24.650000	24.833334	22.850000	150.000000	19.000000	49.101238	378.000000	87.000000	127.000000	375.000000
UGBT-I5-0850	ERS421225	30523	Bos taurus x Bos indicus	Uganda	Katakwi	Usuk	96	34.040030	East African Shorthorn Zebu	1.914010	female	2012	1083	23.750000	13.266667	79.919677	78.855462	31.600000	15.000000	16.600000	22.866667	24.650000	24.833334	22.850000	150.000000	19.000000	49.101238	378.000000	87.000000	127.000000	375.000000
UGBT-I5-0851	ERS421226	30523	Bos taurus x Bos indicus	Uganda	Katakwi	Usuk	24	34.040030	East African Shorthorn Zebu	1.914010	female	2012	1083	23.750000	13.266667	79.919677	78.855462	31.600000	15.000000	16.600000	22.866667	24.650000	24.833334	22.850000	150.000000	19.000000	49.101238	378.000000	87.000000	127.000000	375.000000
UGBT-I5-0852	ERS421227	30523	Bos taurus x Bos indicus	Uganda	Katakwi	Usuk	24	34.040030	East African Shorthorn Zebu	1.914010	female	2012	1083	23.750000	13.266667	79.919677	78.855462	31.600000	15.000000	16.600000	22.866667	24.650000	24.833334	22.850000	150.000000	19.000000	49.101238	378.000000	87.000000	127.000000	375.000000
UGBT-I5-0853	ERS421228	30523	Bos taurus x Bos indicus	Uganda	KATAKWI	USUK	84	34.001680	East African Shorthorn Zebu	1.534110	female	2012	1223	23.570833	12.825000	81.687900	86.325458	31.000000	15.300000	15.700000	23.300000	24.600000	24.766667	22.583333	185.000000	24.000000	49.980561	477.000000	111.000000	162.000000	379.000000
UGBT-I5-0854	ERS421229	30523	Bos taurus x Bos indicus	Uganda	KATAKWI	USUK	84	34.001680	East African Shorthorn Zebu	1.534110	female	2012	1223	23.570833	12.825000	81.687900	86.325458	31.000000	15.300000	15.700000	23.300000	24.600000	24.766667	22.583333	185.000000	24.000000	49.980561	477.000000	111.000000	162.000000	379.000000
UGBT-I5-0855	ERS421230	30523	Bos taurus x Bos indicus	Uganda	KATAKWI	USUK	24	34.001680	East African Shorthorn Zebu	1.534110	female	2012	1223	23.570833	12.825000	81.687900	86.325458	31.000000	15.300000	15.700000	23.300000	24.600000	24.766667	22.583333	185.000000	24.000000	49.980561	477.000000	111.000000	162.000000	379.000000
UGBT-I6-0021	ERS421233	30523	Bos taurus x Bos indicus	Uganda	Butaleja TC	Butaleja	-99999	33.963170	East African Shorthorn Zebu	0.944940	female	2011	1174	23.333333	11.433333	84.068624	72.717798	29.900000	16.299999	13.600000	23.700000	24.066667	24.316666	22.450000	168.000000	35.000000	39.785295	434.000000	150.000000	199.000000	309.000000
UGBT-I6-0022	ERS421234	30523	Bos taurus x Bos indicus	Uganda	BUTALEJA	BUTALEJA TC	84	33.963170	East African Shorthorn Zebu	0.944940	female	2011	1174	23.333333	11.433333	84.068624	72.717798	29.900000	16.299999	13.600000	23.700000	24.066667	24.316666	22.450000	168.000000	35.000000	39.785295	434.000000	150.000000	199.000000	309.000000
UGBT-I6-0024	ERS421236	30523	Bos taurus x Bos indicus	Uganda	BUTALEJA	BUTALEJA TC	60	33.963170	East African Shorthorn Zebu	0.944940	female	2011	1174	23.333333	11.433333	84.068624	72.717798	29.900000	16.299999	13.600000	23.700000	24.066667	24.316666	22.450000	168.000000	35.000000	39.785295	434.000000	150.000000	199.000000	309.000000
UGBT-I6-0822	ERS421237	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	60	33.993930	East African Shorthorn Zebu	1.033710	female	2012	1159	23.225000	11.566667	83.816432	80.156104	29.799999	16.000000	13.799999	23.150000	24.066667	24.333333	22.283333	169.000000	32.000000	42.096997	435.000000	139.000000	186.000000	315.000000
UGBT-I6-0824	ERS421239	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	36	33.993930	East African Shorthorn Zebu	1.033710	female	2012	1159	23.225000	11.566667	83.816432	80.156104	29.799999	16.000000	13.799999	23.150000	24.066667	24.333333	22.283333	169.000000	32.000000	42.096997	435.000000	139.000000	186.000000	315.000000
UGBT-I6-0825	ERS421240	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	120	33.993930	East African Shorthorn Zebu	1.033710	female	2012	1159	23.225000	11.566667	83.816432	80.156104	29.799999	16.000000	13.799999	23.150000	24.066667	24.333333	22.283333	169.000000	32.000000	42.096997	435.000000	139.000000	186.000000	315.000000
UGBT-I6-0826	ERS421241	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	144	33.993930	East African Shorthorn Zebu	1.033710	female	2012	1159	23.225000	11.566667	83.816432	80.156104	29.799999	16.000000	13.799999	23.150000	24.066667	24.333333	22.283333	169.000000	32.000000	42.096997	435.000000	139.000000	186.000000	315.000000
UGBT-I6-0828	ERS421243	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	120	33.951860	East African Shorthorn Zebu	1.016820	female	2012	1200	22.916667	11.366667	82.968370	79.123995	29.500000	15.800000	13.700000	23.316667	23.766667	24.016667	22.016667	175.000000	34.000000	41.893751	446.000000	146.000000	192.000000	325.000000
UGBT-I6-0830	ERS421245	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	144	33.951860	East African Shorthorn Zebu	1.016820	female	2012	1200	22.916667	11.366667	82.968370	79.123995	29.500000	15.800000	13.700000	23.316667	23.766667	24.016667	22.016667	175.000000	34.000000	41.893751	446.000000	146.000000	192.000000	325.000000
UGBT-I6-0831	ERS421246	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	36	33.951860	East African Shorthorn Zebu	1.016820	female	2012	1200	22.916667	11.366667	82.968370	79.123995	29.500000	15.800000	13.700000	23.316667	23.766667	24.016667	22.016667	175.000000	34.000000	41.893751	446.000000	146.000000	192.000000	325.000000
UGBT-I6-0833	ERS421248	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	NAMIREMBE	120	33.918790	East African Shorthorn Zebu	1.010810	female	2012	1181	22.983333	11.300000	83.088232	78.720846	29.500000	15.900000	13.600000	22.866667	23.800000	24.066667	22.066666	169.000000	34.000000	41.278375	437.000000	145.000000	189.000000	318.000000
UGBT-I6-0834	ERS421249	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	NAMIREMBE	96	33.918790	East African Shorthorn Zebu	1.010810	female	2012	1181	22.983333	11.300000	83.088232	78.720846	29.500000	15.900000	13.600000	22.866667	23.800000	24.066667	22.066666	169.000000	34.000000	41.278375	437.000000	145.000000	189.000000	318.000000
UGBT-I6-0835	ERS421250	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	NAMIREMBE	180	33.918790	East African Shorthorn Zebu	1.010810	female	2012	1181	22.983333	11.300000	83.088232	78.720846	29.500000	15.900000	13.600000	22.866667	23.800000	24.066667	22.066666	169.000000	34.000000	41.278375	437.000000	145.000000	189.000000	318.000000
UGBT-I6-0836	ERS421251	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	NAMIREMBE	132	33.918790	East African Shorthorn Zebu	1.010810	female	2012	1181	22.983333	11.300000	83.088232	78.720846	29.500000	15.900000	13.600000	22.866667	23.800000	24.066667	22.066666	169.000000	34.000000	41.278375	437.000000	145.000000	189.000000	318.000000
UGBT-I6-0837	ERS421252	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	NAMIREMBE	120	33.918790	East African Shorthorn Zebu	1.010810	female	2012	1181	22.983333	11.300000	83.088232	78.720846	29.500000	15.900000	13.600000	22.866667	23.800000	24.066667	22.066666	169.000000	34.000000	41.278375	437.000000	145.000000	189.000000	318.000000
UGBT-I7-0011	ERS421255	30523	Bos taurus x Bos indicus	Uganda	TORORO	OSUKURU	60	34.125450	East African Shorthorn Zebu	0.598880	female	2011	1476	22.775000	11.750000	86.397062	63.299443	29.400000	15.800000	13.599999	23.166666	23.316667	23.583333	21.966666	222.000000	53.000000	41.726300	561.000000	207.000000	252.000000	310.000000
UGBT-I7-0012	ERS421256	30523	Bos taurus x Bos indicus	Uganda	TORORO	OSUKURU	144	34.125450	East African Shorthorn Zebu	0.598880	female	2011	1476	22.775000	11.750000	86.397062	63.299443	29.400000	15.800000	13.599999	23.166666	23.316667	23.583333	21.966666	222.000000	53.000000	41.726300	561.000000	207.000000	252.000000	310.000000
UGBT-I7-0014	ERS239071	30523	Bos taurus x Bos indicus	Uganda	TORORO	OSUKURU	144	34.203590	East African Shorthorn Zebu	0.733700	female	2011	1327	22.366667	11.650000	85.661767	64.959198	28.900000	15.300000	13.599999	22.766667	22.966667	23.216667	21.583333	193.000000	53.000000	37.953860	490.000000	189.000000	235.000000	299.000000
UGBT-I7-0015	ERS421258	30523	Bos taurus x Bos indicus	Uganda	TORORO	OSUKURU	72	34.203590	East African Shorthorn Zebu	0.733700	female	2011	1327	22.366667	11.650000	85.661767	64.959198	28.900000	15.300000	13.599999	22.766667	22.966667	23.216667	21.583333	193.000000	53.000000	37.953860	490.000000	189.000000	235.000000	299.000000
UGBT-I7-0017	ERS421260	30523	Bos taurus x Bos indicus	Uganda	Tororo	kisoko	-99999	34.104060	East African Shorthorn Zebu	0.726440	female	2011	1289	22.475000	11.483333	84.436272	67.470543	29.000000	15.400000	13.600000	22.900000	23.100000	23.366667	21.650000	182.000000	49.000000	37.235776	469.000000	186.000000	223.000000	297.000000
UGBT-I7-0019	ERS421262	30523	Bos taurus x Bos indicus	Uganda	TORORO	OSUKURU	108	34.104060	East African Shorthorn Zebu	0.726440	female	2011	1289	22.475000	11.483333	84.436272	67.470543	29.000000	15.400000	13.600000	22.900000	23.100000	23.366667	21.650000	182.000000	49.000000	37.235776	469.000000	186.000000	223.000000	297.000000
UGBT-J3-0938	ERS421264	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	72	34.763170	East African Shorthorn Zebu	2.689120	female	2012	603	23.000000	12.833333	84.429821	74.162018	30.100000	14.900000	15.200001	22.316666	23.733334	24.050001	22.100000	95.000000	9.000000	57.070328	238.000000	51.000000	82.000000	220.000000
UGBT-J3-0939	ERS421265	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	84	34.763170	East African Shorthorn Zebu	2.689120	female	2012	603	23.000000	12.833333	84.429821	74.162018	30.100000	14.900000	15.200001	22.316666	23.733334	24.050001	22.100000	95.000000	9.000000	57.070328	238.000000	51.000000	82.000000	220.000000
UGBT-J3-0940	ERS421266	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	72	34.763170	East African Shorthorn Zebu	2.689120	female	2012	603	23.000000	12.833333	84.429821	74.162018	30.100000	14.900000	15.200001	22.316666	23.733334	24.050001	22.100000	95.000000	9.000000	57.070328	238.000000	51.000000	82.000000	220.000000
UGBT-J3-0941	ERS421267	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	60	34.763170	East African Shorthorn Zebu	2.689120	female	2012	603	23.000000	12.833333	84.429821	74.162018	30.100000	14.900000	15.200001	22.316666	23.733334	24.050001	22.100000	95.000000	9.000000	57.070328	238.000000	51.000000	82.000000	220.000000
UGBT-J3-0944	ERS421270	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	84	34.690120	East African Shorthorn Zebu	2.643670	female	2012	710	21.958333	12.733334	82.150534	84.875127	29.200001	13.700000	15.500001	21.150000	22.866667	23.150000	20.950000	113.000000	9.000000	57.491435	282.000000	57.000000	93.000000	266.000000
UGBT-J3-0945	ERS421271	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	84	34.690120	East African Shorthorn Zebu	2.643670	female	2012	710	21.958333	12.733334	82.150534	84.875127	29.200001	13.700000	15.500001	21.150000	22.866667	23.150000	20.950000	113.000000	9.000000	57.491435	282.000000	57.000000	93.000000	266.000000
UGBT-J3-0946	ERS421272	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	72	34.690120	East African Shorthorn Zebu	2.643670	female	2012	710	21.958333	12.733334	82.150534	84.875127	29.200001	13.700000	15.500001	21.150000	22.866667	23.150000	20.950000	113.000000	9.000000	57.491435	282.000000	57.000000	93.000000	266.000000
UGBT-J3-0947	ERS421273	30523	Bos taurus x Bos indicus	Uganda	MOROTO	RUPA	84	34.690120	East African Shorthorn Zebu	2.643670	female	2012	710	21.958333	12.733334	82.150534	84.875127	29.200001	13.700000	15.500001	21.150000	22.866667	23.150000	20.950000	113.000000	9.000000	57.491435	282.000000	57.000000	93.000000	266.000000
UGBT-J4-0898	ERS421274	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	132	34.595110	East African Shorthorn Zebu	2.436560	female	2012	768	22.266667	13.500000	85.443034	72.967401	29.700001	13.900000	15.800001	21.550000	22.883333	23.250000	21.383334	116.000000	12.000000	57.406753	302.000000	59.000000	94.000000	280.000000
UGBT-J4-0899	ERS421275	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	120	34.595110	East African Shorthorn Zebu	2.436560	female	2012	768	22.266667	13.500000	85.443034	72.967401	29.700001	13.900000	15.800001	21.550000	22.883333	23.250000	21.383334	116.000000	12.000000	57.406753	302.000000	59.000000	94.000000	280.000000
UGBT-J4-0900	ERS421276	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	120	34.595110	East African Shorthorn Zebu	2.436560	female	2012	768	22.266667	13.500000	85.443034	72.967401	29.700001	13.900000	15.800001	21.550000	22.883333	23.250000	21.383334	116.000000	12.000000	57.406753	302.000000	59.000000	94.000000	280.000000
UGBT-J4-0902	ERS421278	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	96	34.595110	East African Shorthorn Zebu	2.436560	female	2012	768	22.266667	13.500000	85.443034	72.967401	29.700001	13.900000	15.800001	21.550000	22.883333	23.250000	21.383334	116.000000	12.000000	57.406753	302.000000	59.000000	94.000000	280.000000
UGBT-J4-0903	ERS421279	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	108	34.611150	East African Shorthorn Zebu	2.350650	female	2012	769	22.191667	12.850000	86.241614	67.042500	29.299999	14.400000	14.900000	21.500000	22.816667	23.033333	21.316667	116.000000	13.000000	57.215055	300.000000	59.000000	92.000000	282.000000
UGBT-J4-0904	ERS421280	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	96	34.611150	East African Shorthorn Zebu	2.350650	female	2012	769	22.191667	12.850000	86.241614	67.042500	29.299999	14.400000	14.900000	21.500000	22.816667	23.033333	21.316667	116.000000	13.000000	57.215055	300.000000	59.000000	92.000000	282.000000
UGBT-J4-0905	ERS421281	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	108	34.611150	East African Shorthorn Zebu	2.350650	female	2012	769	22.191667	12.850000	86.241614	67.042500	29.299999	14.400000	14.900000	21.500000	22.816667	23.033333	21.316667	116.000000	13.000000	57.215055	300.000000	59.000000	92.000000	282.000000
UGBT-J4-0906	ERS421282	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	72	34.611150	East African Shorthorn Zebu	2.350650	female	2012	769	22.191667	12.850000	86.241614	67.042500	29.299999	14.400000	14.900000	21.500000	22.816667	23.033333	21.316667	116.000000	13.000000	57.215055	300.000000	59.000000	92.000000	282.000000
UGBT-J4-0907	ERS421283	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NARISAE	96	34.611150	East African Shorthorn Zebu	2.350650	female	2012	769	22.191667	12.850000	86.241614	67.042500	29.299999	14.400000	14.900000	21.500000	22.816667	23.033333	21.316667	116.000000	13.000000	57.215055	300.000000	59.000000	92.000000	282.000000
UGBT-J4-0908	ERS421284	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	84	34.725310	East African Shorthorn Zebu	2.063230	female	2012	819	21.012500	12.924999	80.781246	80.060348	28.500000	12.500000	16.000000	20.250000	21.716667	22.066667	20.033333	121.000000	16.000000	53.307500	311.000000	68.000000	93.000000	306.000000
UGBT-J4-0909	ERS421285	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	120	34.725310	East African Shorthorn Zebu	2.063230	female	2012	819	21.012500	12.924999	80.781246	80.060348	28.500000	12.500000	16.000000	20.250000	21.716667	22.066667	20.033333	121.000000	16.000000	53.307500	311.000000	68.000000	93.000000	306.000000
UGBT-J4-0910	ERS421286	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	96	34.725310	East African Shorthorn Zebu	2.063230	female	2012	819	21.012500	12.924999	80.781246	80.060348	28.500000	12.500000	16.000000	20.250000	21.716667	22.066667	20.033333	121.000000	16.000000	53.307500	311.000000	68.000000	93.000000	306.000000
UGBT-J4-0911	ERS421287	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	120	34.725310	East African Shorthorn Zebu	2.063230	female	2012	819	21.012500	12.924999	80.781246	80.060348	28.500000	12.500000	16.000000	20.250000	21.716667	22.066667	20.033333	121.000000	16.000000	53.307500	311.000000	68.000000	93.000000	306.000000
UGBT-J4-0913	ERS421289	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	84	34.686320	East African Shorthorn Zebu	2.047460	female	2012	800	21.733333	12.966667	82.067512	79.525097	29.100000	13.300000	15.800000	20.983333	22.400000	22.800000	20.783333	118.000000	17.000000	53.504637	304.000000	66.000000	90.000000	297.000000
UGBT-J4-0914	ERS421290	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	72	34.686320	East African Shorthorn Zebu	2.047460	female	2012	800	21.733333	12.966667	82.067512	79.525097	29.100000	13.300000	15.800000	20.983333	22.400000	22.800000	20.783333	118.000000	17.000000	53.504637	304.000000	66.000000	90.000000	297.000000
UGBT-J4-0915	ERS421291	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	96	34.686320	East African Shorthorn Zebu	2.047460	female	2012	800	21.733333	12.966667	82.067512	79.525097	29.100000	13.300000	15.800000	20.983333	22.400000	22.800000	20.783333	118.000000	17.000000	53.504637	304.000000	66.000000	90.000000	297.000000
UGBT-J4-0917	ERS421293	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAWEET	96	34.686320	East African Shorthorn Zebu	2.047460	female	2012	800	21.733333	12.966667	82.067512	79.525097	29.100000	13.300000	15.800000	20.983333	22.400000	22.800000	20.783333	118.000000	17.000000	53.504637	304.000000	66.000000	90.000000	297.000000
UGBT-J5-0922	ERS239069	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	84	34.596080	East African Shorthorn Zebu	1.936080	female	2012	947	22.545833	13.175000	84.999999	70.532349	29.900000	14.400000	15.500000	22.433333	23.233333	23.500000	21.716666	140.000000	23.000000	52.971435	360.000000	81.000000	110.000000	326.000000
UGBT-J5-0925	ERS421300	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	TOKORA	96	34.629920	East African Shorthorn Zebu	1.866510	female	2012	943	22.187500	13.058333	83.707264	73.302783	29.500000	13.900000	15.600000	21.650000	22.766667	23.166667	21.350000	131.000000	22.000000	51.515422	350.000000	81.000000	108.000000	342.000000
UGBT-J5-0926	ERS421301	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	TOKORA	72	34.629920	East African Shorthorn Zebu	1.866510	female	2012	943	22.187500	13.058333	83.707264	73.302783	29.500000	13.900000	15.600000	21.650000	22.766667	23.166667	21.350000	131.000000	22.000000	51.515422	350.000000	81.000000	108.000000	342.000000
UGBT-J5-0927	ERS421302	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	TOKORA	84	34.629920	East African Shorthorn Zebu	1.866510	female	2012	943	22.187500	13.058333	83.707264	73.302783	29.500000	13.900000	15.600000	21.650000	22.766667	23.166667	21.350000	131.000000	22.000000	51.515422	350.000000	81.000000	108.000000	342.000000
UGBT-J5-0928	ERS421303	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	72	34.603350	East African Shorthorn Zebu	1.934380	female	2012	947	22.483333	13.133333	84.188037	71.361228	29.900000	14.300000	15.599999	22.316666	23.183333	23.433333	21.650000	139.000000	23.000000	52.901523	359.000000	82.000000	111.000000	329.000000
UGBT-J5-0929	ERS421304	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	60	34.603350	East African Shorthorn Zebu	1.934380	female	2012	947	22.483333	13.133333	84.188037	71.361228	29.900000	14.300000	15.599999	22.316666	23.183333	23.433333	21.650000	139.000000	23.000000	52.901523	359.000000	82.000000	111.000000	329.000000
UGBT-J5-0930	ERS421305	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	48	34.603350	East African Shorthorn Zebu	1.934380	female	2012	947	22.483333	13.133333	84.188037	71.361228	29.900000	14.300000	15.599999	22.316666	23.183333	23.433333	21.650000	139.000000	23.000000	52.901523	359.000000	82.000000	111.000000	329.000000
UGBT-J5-0931	ERS421306	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	60	34.603350	East African Shorthorn Zebu	1.934380	female	2012	947	22.483333	13.133333	84.188037	71.361228	29.900000	14.300000	15.599999	22.316666	23.183333	23.433333	21.650000	139.000000	23.000000	52.901523	359.000000	82.000000	111.000000	329.000000
UGBT-J5-0932	ERS421307	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	84	34.603350	East African Shorthorn Zebu	1.934380	female	2012	947	22.483333	13.133333	84.188037	71.361228	29.900000	14.300000	15.599999	22.316666	23.183333	23.433333	21.650000	139.000000	23.000000	52.901523	359.000000	82.000000	111.000000	329.000000
UGBT-J5-0933	ERS421308	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NYATIRAE	96	34.611160	East African Shorthorn Zebu	1.756730	female	2012	1055	22.337500	13.591666	80.424062	67.827484	30.400000	13.500000	16.900000	22.166667	22.750000	23.150000	21.516667	148.000000	25.000000	50.998380	393.000000	93.000000	124.000000	374.000000
UGBT-J5-0935	ERS421310	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAMALU	84	34.611160	East African Shorthorn Zebu	1.756730	female	2012	1055	22.337500	13.591666	80.424062	67.827484	30.400000	13.500000	16.900000	22.166667	22.750000	23.150000	21.516667	148.000000	25.000000	50.998380	393.000000	93.000000	124.000000	374.000000
UGBT-J5-0936	ERS421311	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAMALU	60	34.611160	East African Shorthorn Zebu	1.756730	female	2012	1055	22.337500	13.591666	80.424062	67.827484	30.400000	13.500000	16.900000	22.166667	22.750000	23.150000	21.516667	148.000000	25.000000	50.998380	393.000000	93.000000	124.000000	374.000000
UGBT-J5-0937	ERS421312	30523	Bos taurus x Bos indicus	Uganda	NAKAPIRIPIRITI	NAMALU	84	34.611160	East African Shorthorn Zebu	1.756730	female	2012	1055	22.337500	13.591666	80.424062	67.827484	30.400000	13.500000	16.900000	22.166667	22.750000	23.150000	21.516667	148.000000	25.000000	50.998380	393.000000	93.000000	124.000000	374.000000
UGBT-H2-0430	ERS239073	30523	Bos taurus x Bos indicus	Uganda	KITGUM	OROM	60	33.472140	Shorthorn Zebu	3.393260	female	2011	1003	23.754167	13.908333	79.476186	111.893993	31.700001	14.200000	17.500001	22.466667	24.716667	25.316667	22.466667	156.000000	10.000000	59.902214	416.000000	61.000000	94.000000	416.000000
UGBT-H3-0461	ERS421086	30523	Bos taurus x Bos indicus	Uganda	ABIM	ALEREK	36	33.738540	Shorthorn Zebu	2.819390	female	2011	1009	23.275000	12.733333	78.600829	101.991526	30.799999	14.600000	16.199999	22.050000	24.283333	24.633333	22.050000	158.000000	10.000000	59.237269	420.000000	62.000000	94.000000	420.000000
UGBT-H4-0861	ERS421094	30523	Bos taurus x Bos indicus	Uganda	AMURIA	KAPELABYONG	36	33.783170	East African Shorthorn Zebu	2.366530	female	2012	1100	23.750000	13.833334	76.427252	94.628454	32.400002	14.300000	18.100001	22.616667	24.733333	24.900000	22.566667	157.000000	15.000000	51.974711	407.000000	81.000000	118.000000	398.000000
UGBT-H5-0642	ERS421126	30523	Bos taurus x Bos indicus	Uganda	KABERAMAIDO	KALAKI	60	33.319310	Ankole	1.755680	female	2011	1286	23.879167	11.491666	78.710050	102.701209	30.799999	16.200001	14.599998	23.516667	25.050000	25.283333	22.683333	182.000000	25.000000	48.488894	449.000000	107.000000	149.000000	393.000000
UGBT-I4-0896	ERS421211	30523	Bos taurus x Bos indicus	Uganda	NAPAK	IRIRI	132	34.194870	East African Shorthorn Zebu	2.511210	female	2012	794	23.137500	14.075000	82.794118	82.740702	31.100000	14.100000	17.000000	22.383334	23.883334	24.216667	22.116667	115.000000	13.000000	54.713681	303.000000	57.000000	87.000000	302.000000
UGBT-I5-0856	ERS421231	30523	Bos taurus x Bos indicus	Uganda	KATAKWI	USUK	120	34.001680	East African Shorthorn Zebu	1.534110	female	2012	1223	23.570833	12.825000	81.687900	86.325458	31.000000	15.300000	15.700000	23.300000	24.600000	24.766667	22.583333	185.000000	24.000000	49.980561	477.000000	111.000000	162.000000	379.000000
UGBT-I6-0829	ERS421244	30523	Bos taurus x Bos indicus	Uganda	BUDAKA	BUDAKA	72	33.951860	East African Shorthorn Zebu	1.016820	female	2012	1200	22.916667	11.366667	82.968370	79.123995	29.500000	15.800000	13.700000	23.316667	23.766667	24.016667	22.016667	175.000000	34.000000	41.893751	446.000000	146.000000	192.000000	325.000000
UGBT-I7-0013	ERS421257	30523	Bos taurus x Bos indicus	Uganda	Tororo	Mukuju	-99999	34.203590	East African Shorthorn Zebu	0.733700	female	2011	1327	22.366667	11.650000	85.661767	64.959198	28.900000	15.300000	13.599999	22.766667	22.966667	23.216667	21.583333	193.000000	53.000000	37.953860	490.000000	189.000000	235.000000	299.000000
