Sample,ACCESSION,TAXID,SCIENTIFIC_NAME,COUNTRY,CLOSEST_CITY,CLOSEST_LOCALITY,ESTIMATED_AGE,LONGITUDE,BREED,LATITUDE,GENDER,SAMPLING_DATE
UGBT-C6-0733,ERS420503,30523,Bos taurus x Bos indicus,Uganda,NTOROKO,KARUGUTU,120 months,30.23459,East African Shorthorn Zebu,0.86187,female,2012-01-04
UGBT-C6-0734,ERS420504,30523,Bos taurus x Bos indicus,Uganda,NTOROKO,KARUGUTU,24 months,30.23459,East African Shorthorn Zebu,0.86187,female,2012-01-04
UGBT-C6-0735,ERS420505,30523,Bos taurus x Bos indicus,Uganda,NTOROKO,KARUGUTU,120 months,30.23459,East African Shorthorn Zebu,0.86187,female,2012-01-04
UGBT-C7-0076,ERS420506,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,48 months,30.17234,Ankole,0.28124,female,2011-05-09
UGBT-C7-0077,ERS420507,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,84 months,30.17234,Ankole,0.28124,female,2011-05-09
UGBT-C7-0078,ERS420508,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,84 months,30.17234,Ankole,0.28124,female,2011-05-09
UGBT-C7-0079,ERS420509,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,48 months,30.17234,Ankole,0.28124,female,2011-05-09
UGBT-C7-0080,ERS420510,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,96 months,30.1998,Ankole,0.31706,female,2011-05-09
UGBT-C7-0081,ERS420511,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,96 months,30.1998,Ankole,0.31706,female,2011-05-09
UGBT-C7-0082,ERS420512,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,72 months,30.1998,Ankole,0.31706,female,2011-05-09
UGBT-C7-0084,ERS420514,30523,Bos taurus x Bos indicus,Uganda,KASESE,KITSWAMBA,60 months,30.11941,Ankole,0.25197,female,2011-05-09
UGBT-C7-0085,ERS420515,30523,Bos taurus x Bos indicus,Uganda,KASESE,KARUSANDARA,144 months,30.11941,Ankole,0.25197,female,2011-05-09
UGBT-C7-0086,ERS420516,30523,Bos taurus x Bos indicus,Uganda,KASESE,KARUSANDARA,120 months,30.11941,Ankole,0.25197,female,2011-05-09
UGBT-C7-0087,ERS420517,30523,Bos taurus x Bos indicus,Uganda,KASESE,KARUSANDARA,108 months,30.11941,Ankole,0.25197,female,2011-05-09
UGBT-C7-0117,ERS420518,30523,Bos taurus x Bos indicus,Uganda,KASESE,BUGOYE,60 months,30.11026,Ankole,0.27011,female,2011-05-11
UGBT-C7-0118,ERS420519,30523,Bos taurus x Bos indicus,Uganda,KASESE,BUGOYE,72 months,30.11026,Ankole,0.27011,female,2011-05-11
UGBT-C7-0119,ERS420520,30523,Bos taurus x Bos indicus,Uganda,KASESE,BUGOYE,120 months,30.11026,Ankole,0.27011,female,2011-05-11
UGBT-C7-0120,ERS420521,30523,Bos taurus x Bos indicus,Uganda,KASESE,BUGOYE,60 months,30.11026,Ankole,0.27011,female,2011-05-11
UGBT-C7-0122,ERS420523,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,96 months,30.54278,Ankole,0.66433,female,2011-05-12
UGBT-C7-0123,ERS420524,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,36 months,30.54278,Ntoro,0.66433,female,2011-05-12
UGBT-C7-0124,ERS239085,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,60 months,30.54278,Ntoro,0.66433,female,2011-05-12
UGBT-C7-0125,ERS420525,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,60 months,30.58295,Ntoro,0.66747,female,2011-05-12
UGBT-C7-0126,ERS420526,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,60 months,30.58295,Ntoro,0.66747,female,2011-05-12
UGBT-C7-0127,ERS420527,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,48 months,30.58295,Ntoro,0.66747,female,2011-05-12
UGBT-C7-0128,ERS420528,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,72 months,30.58295,Ntoro,0.66747,female,2011-05-12
UGBT-C7-0129,ERS420529,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,84 months,30.58452,Ntoro,0.65922,female,2011-05-12
UGBT-C7-0130,ERS420530,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,84 months,30.58452,Ntoro,0.65922,female,2011-05-12
UGBT-C7-0131,ERS420531,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,144 months,30.58452,Ntoro,0.65922,female,2011-05-12
UGBT-C7-0132,ERS420532,30523,Bos taurus x Bos indicus,Uganda,KYENJOJO,BUTITI,30 months,30.58452,Ntoro,0.65922,female,2011-05-12
UGBT-C8-0133,ERS420533,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,60 months,30.71066,Ankole,-0.37943,female,2011-06-06
UGBT-C8-0134,ERS420534,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,48 months,30.71066,Ankole,-0.37943,female,2011-06-06
UGBT-C8-0135,ERS420535,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,84 months,30.71066,Ankole,-0.37943,female,2011-06-06
UGBT-C8-0136,ERS420536,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,36 months,30.71066,Ankole,-0.37943,female,2011-06-06
UGBT-C8-0138,ERS420538,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,36 months,30.71875,Ankole,-0.37473,female,2011-06-06
UGBT-C8-0139,ERS420539,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,36 months,30.71875,Ankole,-0.37473,female,2011-06-06
UGBT-C8-0140,ERS420540,30523,Bos taurus x Bos indicus,Uganda,MBARARA,KIRUHURA,48 months,30.71875,Ankole,-0.37473,female,2011-06-06
UGBT-C8-0157,ERS420541,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,84 months,30.48351,Ankole,-0.1463,female,2011-06-07
UGBT-C8-0158,ERS420542,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,48 months,30.48351,Ankole,-0.1463,female,2011-06-07
UGBT-C8-0159,ERS420543,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,72 months,30.48351,Ankole,-0.1463,female,2011-06-08
UGBT-C8-0160,ERS420544,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,96 months,30.48351,Ankole,-0.1463,female,2011-06-08
UGBT-C8-0161,ERS420545,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,96 months,30.52737,Ankole,-0.14333,female,2011-06-08
UGBT-C8-0162,ERS420546,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,60 months,30.52737,Ankole,-0.14333,female,2011-06-08
UGBT-C8-0163,ERS420547,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,120 months,30.52737,Ankole,-0.14333,female,2011-06-08
UGBT-C8-0164,ERS420548,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,72 months,30.52737,Ankole,-0.14333,female,2011-06-08
UGBT-C8-0166,ERS420550,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,48 months,30.52045,Ankole,-0.16311,female,2011-06-08
UGBT-C8-0167,ERS420551,30523,Bos taurus x Bos indicus,Uganda,MBARARA,IBANDA,84 months,30.52045,Ankole,-0.16311,female,2011-06-08
UGBT-C8-0168,ERS420552,30523,Bos taurus x Bos indicus,Uganda,,,144 months,30.52045,Nganda,-0.16311,female,2011-06-08
UGBT-C9-0142,ERS420555,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,48 months,30.65423,Ankole,-0.53971,female,2011-06-07
UGBT-C9-0143,ERS420556,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,84 months,30.65423,Ankole,-0.53971,female,2011-06-07
UGBT-C9-0144,ERS420557,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,60 months,30.65423,Ankole,-0.53971,female,2011-06-07
UGBT-C9-0145,ERS420558,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,60 months,30.62749,Ankole,-0.5269,female,2011-06-07
UGBT-C9-0146,ERS420559,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,84 months,30.62749,Ankole,-0.5269,female,2011-06-07
UGBT-C9-0148,ERS420561,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,48 months,30.62749,Ankole,-0.5269,female,2011-06-07
UGBT-C9-0149,ERS420562,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,36 months,30.60934,Ankole,-0.58392,female,2011-06-07
UGBT-C9-0150,ERS420563,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,84 months,30.60934,Ankole,-0.58392,female,2011-06-07
UGBT-C9-0151,ERS420564,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,60 months,30.60934,Ankole,-0.58392,female,2011-06-07
UGBT-C9-0153,ERS420566,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,84 months,30.6126,Ankole,-0.60527,female,2011-06-07
UGBT-C9-0154,ERS420567,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,96 months,30.6126,Ankole,-0.60527,female,2011-06-07
UGBT-C9-0155,ERS420568,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,36 months,30.6126,Ankole,-0.60527,female,2011-06-07
UGBT-C9-0156,ERS420569,30523,Bos taurus x Bos indicus,Uganda,MBARARA,Mbarara,96 months,30.6126,Ankole,-0.60527,female,2011-06-07
UGBT-D2-0359,ERS420571,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,108 months,31.12822,Small East African Zebu,3.53858,female,2011-07-13
UGBT-D2-0360,ERS420572,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,120 months,31.12822,Small East African Zebu,3.53858,female,2011-07-13
UGBT-D2-0361,ERS420573,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,84 months,31.12822,Small East African Zebu,3.53858,female,2011-07-13
UGBT-D2-0362,ERS420574,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,120 months,31.13442,Small East African Zebu,3.56848,female,2011-07-13
UGBT-D2-0363,ERS239083,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,108 months,31.13442,Small East African Zebu,3.56848,female,2011-07-13
UGBT-D2-0364,ERS420575,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,120 months,31.13442,Small East African Zebu,3.56848,female,2011-07-13
UGBT-D2-0365,ERS420576,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,72 months,31.13442,Small East African Zebu,3.56848,female,2011-07-13
UGBT-D2-0366,ERS420577,30523,Bos taurus x Bos indicus,Uganda,YUMBE,MIDIGO,144 months,31.24368,Small East African Zebu,3.56239,female,2011-07-13
UGBT-D2-0367,ERS420578,30523,Bos taurus x Bos indicus,Uganda,YUMBE,MIDIGO,84 months,31.24368,Small East African Zebu,3.56239,female,2011-07-13
UGBT-D2-0368,ERS420579,30523,Bos taurus x Bos indicus,Uganda,YUMBE,MIDIGO,72 months,31.24368,Small East African Zebu,3.56239,female,2011-07-13
UGBT-D2-0369,ERS420580,30523,Bos taurus x Bos indicus,Uganda,YUMBE,MIDIGO,96 months,31.24368,Small East African Zebu,3.56239,female,2011-07-13
UGBT-D2-0370,ERS420581,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,96 months,31.2012,Small East African Zebu,3.58022,female,2011-07-13
UGBT-D2-0372,ERS420583,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,96 months,31.2012,Small East African Zebu,3.58022,female,2011-07-13
UGBT-D2-0373,ERS420584,30523,Bos taurus x Bos indicus,Uganda,YUMBE,KEI,84 months,31.2012,Small East African Zebu,3.58022,female,2011-07-13
UGBT-D3-0374,ERS420585,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,84 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0375,ERS420586,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,168 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0376,ERS420587,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,96 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0377,ERS420588,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,120 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0378,ERS420589,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,72 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0379,ERS420590,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,156 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0380,ERS420591,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,156 months,30.96025,Small East African Zebu,3.01263,female,2011-07-14
UGBT-D3-0383,ERS420593,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,36 months,31.0507,Small East African Zebu,3.0253,female,2011-07-14
UGBT-D3-0384,ERS420594,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,96 months,31.0507,Small East African Zebu,3.0253,female,2011-07-14
UGBT-D3-0385,ERS420595,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,96 months,31.0507,Small East African Zebu,3.0253,female,2011-07-14
UGBT-D3-0387,ERS420597,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,96 months,31.10044,Small East African Zebu,3.02994,female,2011-07-14
UGBT-D3-0388,ERS420598,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,120 months,31.10044,Small East African Zebu,3.02994,female,2011-07-14
UGBT-D3-0389,ERS420599,30523,Bos taurus x Bos indicus,Uganda,ARUA,OLUKO,108 months,31.10044,Small East African Zebu,3.02994,female,2011-07-14
UGBT-D4-0406,ERS420600,30523,Bos taurus x Bos indicus,Uganda,NEBBI,Panyango,84 months,31.12947,Shorthorn Zebu,2.51492,female,2011-07-15
UGBT-D4-0407,ERS420601,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,96 months,31.12947,Shorthorn Zebu,2.51492,female,2011-07-15
UGBT-D4-0408,ERS420602,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,120 months,31.12947,Shorthorn Zebu,2.51492,female,2011-07-15
UGBT-D4-0409,ERS420603,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,60 months,31.12947,Shorthorn Zebu,2.51492,female,2011-07-15
UGBT-D4-0410,ERS420604,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,108 months,31.1379,Shorthorn Zebu,2.54497,female,2011-07-15
UGBT-D4-0411,ERS420605,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,72 months,31.1379,Shorthorn Zebu,2.54497,female,2011-07-15
UGBT-D4-0413,ERS420607,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,72 months,31.1379,Shorthorn Zebu,2.54497,female,2011-07-15
UGBT-D4-0414,ERS420608,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,84 months,31.07799,Shorthorn Zebu,2.47911,female,2011-07-15
UGBT-D4-0415,ERS420609,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,84 months,31.07799,Shorthorn Zebu,2.47911,female,2011-07-15
UGBT-D4-0417,ERS420611,30523,Bos taurus x Bos indicus,Uganda,NEBBI,NEBBI,96 months,31.07799,Shorthorn Zebu,2.47911,female,2011-07-15
UGBT-D5-0686,ERS420612,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,36 months,31.31653,Ankole,1.70078,female,2012-01-04
UGBT-D5-0687,ERS420613,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,96 months,31.31653,Ankole,1.70078,female,2012-01-04
UGBT-D5-0689,ERS420615,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,84 months,31.31653,Ankole,1.70078,female,2012-01-04
UGBT-D5-0690,ERS420616,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,24 months,31.31653,Ankole,1.70078,female,2012-01-04
UGBT-D5-0691,ERS420617,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,120 months,31.30803,Ankole,1.61455,female,2012-01-04
UGBT-D5-0692,ERS420618,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,84 months,31.30803,Ankole,1.61455,female,2012-01-04
UGBT-D5-0694,ERS420620,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,36 months,31.30803,Ankole,1.61455,female,2012-01-04
UGBT-D5-0695,ERS420621,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIGOROBYA,96 months,31.30803,Ankole,1.61455,female,2012-01-04
UGBT-D6-0696,ERS420622,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,96 months,31.34532,Ankole,0.75372,female,2012-01-04
UGBT-D6-0697,ERS420623,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,72 months,31.34532,Ankole,0.75372,female,2012-01-04
UGBT-D6-0698,ERS420624,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,72 months,31.34532,Ankole,0.75372,female,2012-01-04
UGBT-D6-0699,ERS420625,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,72 months,31.34532,Ankole,0.75372,female,2012-01-04
UGBT-D6-0702,ERS420627,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,48 months,31.30129,Ankole,0.97391,female,2012-01-04
UGBT-D6-0703,ERS420628,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,72 months,31.30129,Ankole,0.97391,female,2012-01-04
UGBT-D6-0704,ERS420629,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,36 months,31.30129,Ankole,0.97391,female,2012-01-04
UGBT-D6-0705,ERS420630,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,36 months,31.30129,Ankole,0.97391,female,2012-01-04
UGBT-D6-0707,ERS420632,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KITOBA,36 months,31.23101,Small East African Zebu,1.00349,female,2012-01-04
UGBT-E2-0334,ERS420711,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,36 months,31.80721,Shorthorn Zebu,3.37071,female,2011-07-12
UGBT-E2-0335,ERS420712,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,48 months,31.80721,Shorthorn Zebu,3.37071,female,2011-07-12
UGBT-E2-0336,ERS420713,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,DZAIPI,96 months,31.80721,Shorthorn Zebu,3.37071,female,2011-07-12
UGBT-E2-0338,ERS420715,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,PAKELE,108 months,31.87626,Shorthorn Zebu,3.358338,female,2011-07-12
UGBT-E2-0339,ERS420716,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,PAKELE,72 months,31.87626,Shorthorn Zebu,3.358338,female,2011-07-12
UGBT-E2-0340,ERS420717,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,PAKELE,72 months,31.87626,Shorthorn Zebu,3.358338,female,2011-07-12
UGBT-E2-0341,ERS420718,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,PAKELE,96 months,31.87626,Shorthorn Zebu,3.358338,female,2011-07-12
UGBT-E3-0343,ERS420720,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,84 months,31.78031,Shorthorn Zebu,3.21591,female,2011-07-12
UGBT-E3-0344,ERS420721,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,72 months,31.78031,Shorthorn Zebu,3.21591,female,2011-07-12
UGBT-E3-0345,ERS420722,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,120 months,31.78031,Shorthorn Zebu,3.21591,female,2011-07-12
UGBT-E3-0347,ERS420724,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,72 months,31.684,Shorthorn Zebu,3.14992,female,2011-07-12
UGBT-E3-0348,ERS420725,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,72 months,31.684,Shorthorn Zebu,3.14992,female,2011-07-12
UGBT-E3-0349,ERS420726,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,96 months,31.684,Shorthorn Zebu,3.14992,female,2011-07-12
UGBT-E3-0351,ERS420728,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,72 months,31.73258,Shorthorn Zebu,3.14143,female,2011-07-12
UGBT-E3-0352,ERS420729,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,24 months,31.73258,Shorthorn Zebu,3.14143,female,2011-07-12
UGBT-E3-0354,ERS420731,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,96 months,31.7562,Shorthorn Zebu,3.16741,female,2011-07-12
UGBT-E3-0355,ERS420732,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,36 months,31.7562,Shorthorn Zebu,3.16741,female,2011-07-12
UGBT-E3-0356,ERS420733,30523,Bos taurus x Bos indicus,Uganda,ADJUMANI,ITIRIKWA,60 months,31.7562,Shorthorn Zebu,3.16741,female,2011-07-12
UGBT-E4-0390,ERS420735,30523,Bos taurus x Bos indicus,Uganda,NEBBI,Panyango,132 months,31.49471,Shorthorn Zebu,2.46127,female,2011-07-15
UGBT-E4-0392,ERS420737,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,96 months,31.49471,Shorthorn Zebu,2.46127,female,2011-07-15
UGBT-E4-0393,ERS420738,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,84 months,31.49471,Shorthorn Zebu,2.46127,female,2011-07-15
UGBT-E4-0394,ERS420739,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,96 months,31.45993,Shorthorn Zebu,2.48431,female,2011-07-15
UGBT-E4-0395,ERS420740,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,120 months,31.45993,Shorthorn Zebu,2.48431,female,2011-07-15
UGBT-E4-0396,ERS420741,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,108 months,31.45993,Shorthorn Zebu,2.48431,female,2011-07-15
UGBT-E4-0397,ERS420742,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,72 months,31.45993,Shorthorn Zebu,2.48431,female,2011-07-15
UGBT-E4-0398,ERS420743,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,72 months,31.45218,Shorthorn Zebu,2.50504,female,2011-07-15
UGBT-E4-0399,ERS420744,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,96 months,31.45218,Shorthorn Zebu,2.50504,female,2011-07-15
UGBT-E4-0400,ERS420745,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,84 months,31.45218,Shorthorn Zebu,2.50504,female,2011-07-15
UGBT-E4-0402,ERS420747,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,120 months,31.49154,Shorthorn Zebu,2.4649,female,2011-07-15
UGBT-E4-0403,ERS420748,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,72 months,31.49154,Shorthorn Zebu,2.4649,female,2011-07-15
UGBT-E4-0404,ERS420749,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,48 months,31.49154,Shorthorn Zebu,2.4649,female,2011-07-15
UGBT-E4-0405,ERS420750,30523,Bos taurus x Bos indicus,Uganda,NEBBI,PANYAGO,24 months,31.49154,Shorthorn Zebu,2.4649,female,2011-07-15
UGBT-E5-0666,ERS420751,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,72 months,31.8742,Ankole,1.63416,female,2012-01-03
UGBT-E5-0668,ERS420753,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,72 months,31.8742,Ankole,1.63416,female,2012-01-03
UGBT-E5-0669,ERS420754,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,96 months,31.8742,Ankole,1.63416,female,2012-01-03
UGBT-E5-0670,ERS420755,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,108 months,31.8742,Small East African Zebu,1.63416,female,2012-01-03
UGBT-E5-0671,ERS420756,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,72 months,31.77569,Ankole,1.68576,female,2012-01-03
UGBT-E5-0672,ERS420757,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,72 months,31.77569,Ankole,1.68576,female,2012-01-03
UGBT-E5-0673,ERS420758,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,48 months,31.77569,Ankole,1.68576,female,2012-01-03
UGBT-E5-0674,ERS420759,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,72 months,31.77569,Ankole,1.68576,female,2012-01-03
UGBT-E5-0675,ERS420760,30523,Bos taurus x Bos indicus,Uganda,MASINDI,KIGULYA,120 months,31.77569,Ankole,1.68576,female,2012-01-03
UGBT-E5-0676,ERS420761,30523,Bos taurus x Bos indicus,Uganda,MASINDI,NYANGAHYA,60 months,31.79751,Ankole,1.66295,female,2012-01-03
UGBT-E5-0680,ERS420764,30523,Bos taurus x Bos indicus,Uganda,MASINDI,NYANGAHYA,12 months,31.79751,Small East African Zebu,1.66295,female,2012-01-03
UGBT-E5-0683,ERS420767,30523,Bos taurus x Bos indicus,Uganda,MASINDI,NYANGAHYA,18 months,31.70617,Small East African Zebu,1.65583,female,2012-01-03
UGBT-E6-0716,ERS420770,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIKONDA,84 months,31.83417,Shorthorn Zebu,0.89346,female,2012-01-04
UGBT-E6-0717,ERS420771,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIKONDA,72 months,31.83417,Shorthorn Zebu,0.89346,female,2012-01-04
UGBT-E6-0718,ERS420772,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIKONDA,84 months,31.83417,Shorthorn Zebu,0.89346,female,2012-01-04
UGBT-E6-0719,ERS420773,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIKONDA,120 months,31.83417,Shorthorn Zebu,0.89346,female,2012-01-04
UGBT-E6-0721,ERS420775,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KIKONDA,120 months,31.74691,Shorthorn Zebu,0.80434,female,2012-01-04
UGBT-E6-0722,ERS420776,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KYANKWANZI,84 months,31.74691,Shorthorn Zebu,0.80434,female,2012-01-04
UGBT-E6-0723,ERS420777,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KYANKWANZI,72 months,31.74691,Shorthorn Zebu,0.80434,female,2012-01-04
UGBT-E6-0725,ERS420779,30523,Bos taurus x Bos indicus,Uganda,HOIMA,KYANKWANZI,84 months,31.74691,Shorthorn Zebu,0.80434,female,2012-01-04
UGBT-E6-0736,ERS420780,30523,Bos taurus x Bos indicus,Uganda,MUBENDE,KIDONGO,120 months,31.71469,Ankole,0.96348,female,2012-01-05
