Sample,ACCESSION,TAXID,SCIENTIFIC_NAME,COUNTRY,CLOSEST_CITY,CLOSEST_LOCALITY,ESTIMATED_AGE,LONGITUDE,BREED,LATITUDE,GENDER,SAMPLING_DATE
UGBT-G4-0573,ERS420987,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0574,ERS420988,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,60 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0575,ERS420989,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,96 months,32.71893,Shorthorn Zebu,2.00925,female,2011-12-20
UGBT-G4-0576,ERS420990,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,36 months,32.78894,Shorthorn Zebu,2.0024,female,2011-12-20
UGBT-G4-0577,ERS420991,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,96 months,32.78894,Shorthorn Zebu,2.0024,female,2011-12-20
UGBT-G4-0578,ERS420992,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.78894,Shorthorn Zebu,2.0024,female,2011-12-20
UGBT-G4-0579,ERS420993,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.78894,Shorthorn Zebu,2.0024,female,2011-12-20
UGBT-G4-0580,ERS420994,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,72 months,32.78894,Shorthorn Zebu,2.0024,female,2011-12-20
UGBT-G4-0582,ERS420996,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,84 months,32.81759,Shorthorn Zebu,2.01242,female,2011-12-20
UGBT-G4-0583,ERS420997,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,108 months,32.81759,Shorthorn Zebu,2.01242,female,2011-12-20
UGBT-G4-0584,ERS420998,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,36 months,32.81759,Shorthorn Zebu,2.01242,female,2011-12-20
UGBT-G4-0585,ERS420999,30523,Bos taurus x Bos indicus,Uganda,APAC,ADUKU,84 months,32.81759,Shorthorn Zebu,2.01242,female,2011-12-20
UGBT-G5-0606,ERS421000,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,96 months,33.02948,Ankole,1.68033,female,2011-12-22
UGBT-G5-0607,ERS421001,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,72 months,33.02948,Ankole,1.68033,female,2011-12-22
UGBT-G5-0609,ERS421003,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,72 months,33.02948,Shorthorn Zebu,1.68033,female,2011-12-22
UGBT-G5-0610,ERS421004,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,96 months,33.02948,Ankole,1.68033,female,2011-12-22
UGBT-G5-0611,ERS421005,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,60 months,33.07471,Shorthorn Zebu,1.68619,female,2011-12-22
UGBT-G5-0612,ERS421006,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,96 months,33.07471,Ankole,1.68619,female,2011-12-22
UGBT-G5-0613,ERS421007,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,84 months,33.07471,Ankole,1.68619,female,2011-12-22
UGBT-G5-0614,ERS421008,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,60 months,33.07471,Small East African Zebu,1.68619,female,2011-12-22
UGBT-G5-0615,ERS421009,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,OCERO,72 months,33.07471,Shorthorn Zebu,1.68619,female,2011-12-22
UGBT-G5-0616,ERS421010,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,48 months,33.08713,Ankole,1.69651,female,2011-12-22
UGBT-G5-0617,ERS239067,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,84 months,33.08713,Ankole,1.69651,female,2011-12-22
UGBT-G5-0618,ERS421011,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,60 months,33.08713,Ankole,1.69651,female,2011-12-22
UGBT-G5-0619,ERS421012,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,72 months,33.08713,Ankole,1.69651,female,2011-12-22
UGBT-G5-0620,ERS421013,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,84 months,33.08713,Ankole,1.69651,female,2011-12-22
UGBT-G5-0621,ERS421014,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,12 months,32.86412,Small East African Zebu,1.71331,female,2011-12-22
UGBT-G5-0622,ERS421015,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,24 months,32.86412,Small East African Zebu,1.71331,female,2011-12-22
UGBT-G5-0623,ERS421016,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,96 months,32.86412,Small East African Zebu,1.71331,female,2011-12-22
UGBT-G5-0625,ERS421018,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KOBULUBULU,72 months,32.86412,Ankole,1.71331,female,2011-12-22
UGBT-G6-0546,ERS421019,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,108 months,32.77333,Small East African Zebu,1.19425,female,2012-01-10
UGBT-G6-0547,ERS421020,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,60 months,32.77333,Small East African Zebu,1.19425,female,2012-01-10
UGBT-G6-0548,ERS421021,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,120 months,32.77333,Small East African Zebu,1.19425,female,2012-01-10
UGBT-G6-0549,ERS421022,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,96 months,32.77333,Small East African Zebu,1.19425,female,2012-01-10
UGBT-G6-0551,ERS421024,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,72 months,32.77155,Small East African Zebu,1.10034,female,2012-01-10
UGBT-G6-0552,ERS239077,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,72 months,32.77155,Small East African Zebu,1.10034,female,2012-01-10
UGBT-G6-0553,ERS421025,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,84 months,32.77155,Small East African Zebu,1.10034,female,2012-01-10
UGBT-G6-0554,ERS421026,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,96 months,32.77155,Small East African Zebu,1.10034,female,2012-01-10
UGBT-G6-0555,ERS421027,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,72 months,32.77155,Small East African Zebu,1.10034,female,2012-01-10
UGBT-G6-0556,ERS421028,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,60 months,32.73141,Small East African Zebu,1.10025,female,2012-01-10
UGBT-G6-0558,ERS421030,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,120 months,32.73141,Small East African Zebu,1.10025,female,2012-01-10
UGBT-G6-0559,ERS421031,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,60 months,32.73141,Small East African Zebu,1.10025,female,2012-01-10
UGBT-G6-0560,ERS421032,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,72 months,32.73141,Small East African Zebu,1.10025,female,2012-01-10
UGBT-G6-0561,ERS421033,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,72 months,32.76132,Ankole,1.18822,female,2012-01-10
UGBT-G6-0563,ERS421035,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,60 months,32.76132,Small East African Zebu,1.18822,female,2012-01-10
UGBT-G6-0564,ERS421036,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,72 months,32.76132,Small East African Zebu,1.18822,female,2012-01-10
UGBT-G6-0565,ERS421037,30523,Bos taurus x Bos indicus,Uganda,NAKASONGOLA,BAMUGOLODE,48 months,32.76132,Small East African Zebu,1.18822,female,2012-01-10
UGBT-G7-0029,ERS421038,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,60 months,32.99828,Ankole,0.37269,female,2011-04-13
UGBT-G7-0030,ERS421039,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,84 months,32.99828,Ankole,0.37269,female,2011-04-13
UGBT-G7-0031,ERS421040,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,180 months,32.99828,Ankole,0.37269,female,2011-04-13
UGBT-G7-0032,ERS421041,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,120 months,32.99828,Ankole,0.37269,female,2011-04-13
UGBT-G7-0033,ERS421042,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,72 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0034,ERS239081,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,36 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0035,ERS421043,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,60 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0036,ERS421044,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,24 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0038,ERS421046,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,144 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0039,ERS421047,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,72 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0040,ERS421048,30523,Bos taurus x Bos indicus,Uganda,NAJJEMBE,NAJJEMBE,96 months,32.97924,Ankole,0.19149,female,2011-04-13
UGBT-G7-0041,ERS421049,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUTAGAYA SC,120 months,33.12765,Ankole,0.63145,female,2011-04-14
UGBT-G7-0042,ERS421050,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUTAGAYA SC,36 months,33.12765,Ankole,0.63145,female,2011-04-14
UGBT-G7-0043,ERS421051,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUTAGAYA SC,96 months,33.12765,Ankole,0.63145,female,2011-04-14
UGBT-G7-0044,ERS421052,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUTAGAYA SC,48 months,33.12765,Ankole,0.63145,female,2011-04-14
UGBT-G7-0046,ERS421054,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUWENGE SC,168 months,33.16823,Shorthorn Zebu,0.64643,female,2011-04-15
UGBT-G7-0047,ERS421055,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUWENGE SC,192 months,33.16823,Shorthorn Zebu,0.64643,female,2011-04-15
UGBT-G7-0048,ERS421056,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUWENGE SC,30 months,33.16823,Ankole,0.64643,female,2011-04-15
UGBT-G7-0051,ERS421059,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUTAGAYA SC,96 months,33.12106,Ankole,0.61905,female,2011-04-15
UGBT-H2-0418,ERS421060,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,72 months,33.46838,Ankole Zebu cross,3.40943,female,2011-08-01
UGBT-H2-0420,ERS421062,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,24 months,33.46838,Ankole Zebu cross,3.40943,female,2011-08-01
UGBT-H2-0421,ERS421063,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,60 months,33.46838,Ankole Zebu cross,3.40943,female,2011-08-01
UGBT-H2-0425,ERS421067,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,24 months,33.48622,Shorthorn Zebu,3.55361,female,2011-08-01
UGBT-H2-0427,ERS421069,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,84 months,33.48641,Ankole Zebu cross,3.35978,female,2011-08-01
UGBT-H2-0431,ERS421072,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,36 months,33.47214,Ankole Zebu cross,3.39326,female,2011-08-01
UGBT-H2-0432,ERS421073,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,36 months,33.47214,Ankole Zebu cross,3.39326,female,2011-08-01
UGBT-H2-0433,ERS421074,30523,Bos taurus x Bos indicus,Uganda,KITGUM,OROM,24 months,33.47214,Shorthorn Zebu,3.39326,female,2011-08-01
UGBT-H3-0450,ERS421075,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,120 months,33.656794,Shorthorn Zebu,2.70009,female,2011-08-02
UGBT-H3-0451,ERS421076,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,168 months,33.656794,Shorthorn Zebu,2.70009,female,2011-08-03
UGBT-H3-0454,ERS421079,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,72 months,33.75225,Shorthorn Zebu,2.82619,female,2011-08-03
UGBT-H3-0460,ERS421085,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,144 months,33.73854,Shorthorn Zebu,2.81939,female,2011-08-03
UGBT-H3-0463,ERS421088,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,36 months,33.76822,Shorthorn Zebu,2.82788,female,2011-08-03
UGBT-H3-0464,ERS421089,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,84 months,33.76822,Shorthorn Zebu,2.82788,female,2011-08-03
UGBT-H3-0465,ERS421090,30523,Bos taurus x Bos indicus,Uganda,ABIM,ALEREK,36 months,33.76822,Shorthorn Zebu,2.82788,female,2011-08-03
UGBT-H4-0859,ERS421092,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,24 months,33.78317,East African Shorthorn Zebu,2.36653,female,2012-01-24
UGBT-H4-0860,ERS421093,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,48 months,33.78317,East African Shorthorn Zebu,2.36653,female,2012-01-24
UGBT-H4-0862,ERS421095,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,60 months,33.78317,East African Shorthorn Zebu,2.36653,female,2012-01-24
UGBT-H4-0864,ERS421097,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,72 months,33.47195,East African Shorthorn Zebu,2.14746,female,2012-01-24
UGBT-H4-0865,ERS421098,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,72 months,33.47195,East African Shorthorn Zebu,2.14746,female,2012-01-24
UGBT-H4-0871,ERS421104,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,84 months,33.67712,East African Shorthorn Zebu,2.28745,female,2012-01-24
UGBT-H4-0872,ERS421105,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,120 months,33.67712,East African Shorthorn Zebu,2.28745,female,2012-01-24
UGBT-H4-0876,ERS421109,30523,Bos taurus x Bos indicus,Uganda,AMURIA,KAPELABYONG,60 months,33.52712,East African Shorthorn Zebu,2.47919,female,2012-01-24
UGBT-H5-0626,ERS421111,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,84 months,33.30552,Ankole,1.73401,female,2011-12-23
UGBT-H5-0627,ERS421112,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,96 months,33.30552,Ankole,1.73401,female,2011-12-23
UGBT-H5-0628,ERS421113,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,96 months,33.30552,Shorthorn Zebu,1.73401,female,2011-12-23
UGBT-H5-0629,ERS421114,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,120 months,33.30552,Shorthorn Zebu,1.73401,female,2011-12-23
UGBT-H5-0630,ERS421115,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,108 months,33.30552,Shorthorn Zebu,1.73401,female,2011-12-23
UGBT-H5-0631,ERS421116,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,96 months,33.27573,Shorthorn Zebu,1.71953,female,2011-12-23
UGBT-H5-0632,ERS239082,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,96 months,33.27573,Shorthorn Zebu,1.71953,female,2011-12-23
UGBT-H5-0633,ERS421117,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,84 months,33.27573,Shorthorn Zebu,1.71953,female,2011-12-23
UGBT-H5-0635,ERS421119,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,BULULU,84 months,33.27573,Ankole,1.71953,female,2011-12-23
UGBT-H5-0636,ERS421120,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,72 months,33.29782,Ankole,1.726,female,2011-12-23
UGBT-H5-0637,ERS421121,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,72 months,33.29782,Shorthorn Zebu,1.726,female,2011-12-23
UGBT-H5-0638,ERS421122,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,108 months,33.29782,Shorthorn Zebu,1.726,female,2011-12-23
UGBT-H5-0639,ERS421123,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,96 months,33.29782,Shorthorn Zebu,1.726,female,2011-12-23
UGBT-H5-0640,ERS421124,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,96 months,33.29782,Ankole,1.726,female,2011-12-23
UGBT-H5-0643,ERS421127,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,36 months,33.31931,Ankole,1.75568,female,2011-12-23
UGBT-H5-0644,ERS421128,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,36 months,33.31931,Small East African Zebu,1.75568,female,2011-12-23
UGBT-H5-0645,ERS421129,30523,Bos taurus x Bos indicus,Uganda,KABERAMAIDO,KALAKI,24 months,33.31931,Ankole,1.75568,female,2011-12-23
UGBT-H6-0026,ERS421131,30523,Bos taurus x Bos indicus,Uganda,BUTALEJA,BUSABA,72 months,33.81429,Ankole,0.88453,female,2011-03-11
UGBT-H6-0027,ERS421132,30523,Bos taurus x Bos indicus,Uganda,BUTALEJA,BUSABA,48 months,33.81429,Ankole,0.88453,female,2011-03-11
UGBT-H6-0028,ERS421133,30523,Bos taurus x Bos indicus,Uganda,BUTALEJA,BUSABA,120 months,33.81429,Ankole,0.88453,female,2011-03-11
UGBT-H6-0806,ERS421134,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKALOKWE,96 months,33.68494,East African Shorthorn Zebu,0.83443,female,2012-01-18
UGBT-H6-0807,ERS421135,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKALOKWE,84 months,33.68494,East African Shorthorn Zebu,0.83443,female,2012-01-18
UGBT-H6-0808,ERS421136,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKALOKWE,108 months,33.68494,East African Shorthorn Zebu,0.83443,female,2012-01-18
UGBT-H6-0809,ERS421137,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKALOKWE,120 months,33.68494,East African Shorthorn Zebu,0.83443,female,2012-01-18
UGBT-H6-0810,ERS421138,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKALOKWE,24 months,33.68494,East African Shorthorn Zebu,0.83443,female,2012-01-18
UGBT-H6-0816,ERS421144,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKYERE,72 months,33.73819,East African Shorthorn Zebu,0.78147,female,2012-01-18
UGBT-H6-0818,ERS421146,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKYERE,84 months,33.73819,East African Shorthorn Zebu,0.78147,female,2012-01-18
UGBT-H6-0819,ERS421147,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKYERE,180 months,33.73819,East African Shorthorn Zebu,0.78147,female,2012-01-18
UGBT-H6-0821,ERS421149,30523,Bos taurus x Bos indicus,Uganda,NAMUTUMBA,NAKYERE,156 months,33.73819,East African Shorthorn Zebu,0.78147,female,2012-01-18
UGBT-H7-0053,ERS421151,30523,Bos taurus x Bos indicus,Uganda,JINJA,NAMUNGALWE SC,72 months,33.47697,Ankole,0.71483,female,2011-04-15
UGBT-H7-0054,ERS421152,30523,Bos taurus x Bos indicus,Uganda,JINJA,NAMUNGALWE SC,84 months,33.47697,Ankole,0.71483,female,2011-04-15
UGBT-H7-0055,ERS421153,30523,Bos taurus x Bos indicus,Uganda,JINJA,NAMUNGALWE SC,36 months,33.47697,Ankole,0.71483,female,2011-04-15
UGBT-H7-0056,ERS421154,30523,Bos taurus x Bos indicus,Uganda,JINJA,BULAMAGI SC,96 months,33.42077,Shorthorn Zebu,0.65176,female,2011-04-15
UGBT-H7-0059,ERS421157,30523,Bos taurus x Bos indicus,Uganda,JINJA,BULAMAGI SC,120 months,33.42077,Shorthorn Zebu,0.65176,female,2011-04-15
UGBT-H7-0060,ERS421158,30523,Bos taurus x Bos indicus,Uganda,JINJA,MPUGWE SC,60 months,33.5566,Shorthorn Zebu,0.44152,female,2011-04-16
UGBT-H7-0061,ERS421159,30523,Bos taurus x Bos indicus,Uganda,JINJA,MPUGWE SC,60 months,33.5566,Shorthorn Zebu,0.44152,female,2011-04-16
UGBT-H7-0065,ERS421163,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUSAKIRA SC,60 months,33.54272,Shorthorn Zebu,0.39113,female,2011-04-16
UGBT-H7-0066,ERS421164,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUSAKIRA SC,60 months,33.54272,Shorthorn Zebu,0.39113,female,2011-04-16
UGBT-H7-0067,ERS421165,30523,Bos taurus x Bos indicus,Uganda,JINJA,BUSAKIRA SC,96 months,33.54272,Shorthorn Zebu,0.39113,female,2011-04-16
UGBT-H7-0069,ERS421167,30523,Bos taurus x Bos indicus,Uganda,BUGIRI,BUKOLI,96 months,33.68813,Shorthorn Zebu,0.47944,female,2011-04-16
UGBT-H7-0074,ERS421172,30523,Bos taurus x Bos indicus,Uganda,BUGIRI,BUKOLI,36 months,33.68091,Ankole,0.52474,female,2011-04-17
UGBT-H7-0075,ERS421173,30523,Bos taurus x Bos indicus,Uganda,BUGIRI,BUKOLI,48 months,33.68091,Ankole,0.52474,female,2011-04-17
UGBT-I3-0466,ERS421174,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,84 months,34.12168,Shorthorn Zebu,2.91843,female,2011-08-04
UGBT-I3-0467,ERS421175,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,34.12168,Shorthorn Zebu,2.91843,female,2011-08-03
UGBT-I3-0468,ERS421176,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,34.12168,Shorthorn Zebu,2.91843,female,2011-08-03
UGBT-I3-0470,ERS421178,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,34.10782,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0471,ERS421179,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,34.10782,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0472,ERS421180,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,108 months,34.10782,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0473,ERS421181,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,34.10782,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0474,ERS421182,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,96 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0476,ERS421184,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,84 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0477,ERS239068,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,60 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0478,ERS421185,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0479,ERS421186,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,72 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0480,ERS421187,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,84 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0481,ERS421188,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,84 months,33.94573,Shorthorn Zebu,2.99759,female,2011-08-04
UGBT-I3-0482,ERS421189,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,96 months,33.99299,Shorthorn Zebu,2.99355,female,2011-08-04
UGBT-I3-0483,ERS421190,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,132 months,33.99299,Shorthorn Zebu,2.99355,female,2011-08-04
UGBT-I3-0485,ERS421192,30523,Bos taurus x Bos indicus,Uganda,KOTIDO,PANYANGARA,60 months,33.99299,Shorthorn Zebu,2.99355,female,2011-08-04
UGBT-I4-0878,ERS421193,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,84 months,33.96431,East African Shorthorn Zebu,2.12029,female,2012-01-25
UGBT-I4-0879,ERS421194,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,72 months,33.96431,East African Shorthorn Zebu,2.12029,female,2012-01-25
UGBT-I4-0880,ERS421195,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,48 months,33.96431,East African Shorthorn Zebu,2.12029,female,2012-01-25
UGBT-I4-0881,ERS421196,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,96 months,33.96431,East African Shorthorn Zebu,2.12029,female,2012-01-25
UGBT-I4-0884,ERS421199,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,120 months,33.97197,East African Shorthorn Zebu,2.14746,female,2012-01-25
UGBT-I4-0885,ERS421200,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,84 months,33.97197,East African Shorthorn Zebu,2.14746,female,2012-01-25
UGBT-I4-0886,ERS421201,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,36 months,33.97197,East African Shorthorn Zebu,2.14746,female,2012-01-25
UGBT-I4-0889,ERS421204,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,72 months,34.28161,East African Shorthorn Zebu,2.49981,female,2012-01-25
UGBT-I4-0890,ERS421205,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,48 months,34.28161,East African Shorthorn Zebu,2.49981,female,2012-01-25
UGBT-I4-0891,ERS421206,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,24 months,34.28161,East African Shorthorn Zebu,2.49981,female,2012-01-25
UGBT-I4-0892,ERS421207,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,24 months,34.28161,East African Shorthorn Zebu,2.49981,female,2012-01-25
UGBT-I4-0893,ERS421208,30523,Bos taurus x Bos indicus,Uganda,NAPAK,IRIRI,36 months,34.19487,East African Shorthorn Zebu,2.51121,female,2012-01-25
